
Source                                    CommandType Synopsis
Storage                                      Function Debug-FileShare [-Name] <string[]> [-CimSession <CimSession>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Debug-FileShare -UniqueId <string[]> [-CimSession <CimSession>] [-ThrottleLimi…
MMAgent                                      Function Debug-MMAppPrelaunch -PackageFullName <string> -PackageRelativeAppId <string> [-DisableDebugMode] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]
Storage                                      Function Debug-StorageSubSystem [-StorageSubSystemFriendlyName] <string[]> [-CimSession <CimSession>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Debug-StorageSubSystem -StorageSubSystemUniqueI…
Storage                                      Function Debug-Volume [-DriveLetter] <char[]> [-CimSession <CimSession>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Debug-Volume -ObjectId <string[]> [-CimSession <CimSession>] [-ThrottleLimit…
DeliveryOptimization                         Function 
Pester                                       Function Creates a logical group of tests. All Mocks and TestDrive contentsdefined within a Describe block are scoped to that Describe; theywill no longer be present when the Describe block exits. A De…
AppvClient                                   Function Disable-Appv [<CommonParameters>]
AppvClient                                   Function Disable-AppvClientConnectionGroup [-GroupId] <guid> [-VersionId] <guid> [-Global] [-UserSID <string>] [<CommonParameters>]Disable-AppvClientConnectionGroup [-Name] <string> [-Global] [-UserSID…
BranchCache                                  Function Disable-BC [-Force] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]
BranchCache                                  Function Disable-BCDowngrading [-Force] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]
BranchCache                                  Function Disable-BCServeOnBattery [-Force] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]
BitLocker                                    Function Disable-BitLocker [-MountPoint] <string[]> [-WhatIf] [-Confirm] [<CommonParameters>]
BitLocker                                    Function Disable-BitLockerAutoUnlock [-MountPoint] <string[]> [-WhatIf] [-Confirm] [<CommonParameters>]
DirectAccessClientComponents                 Function Disable-DAManualEntryPointSelection [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]
DeliveryOptimization                         Function 
PSDesiredStateConfiguration                  Function Disable-DscDebug [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]
MMAgent                                      Function Disable-MMAgent [-ApplicationLaunchPrefetching] [-ApplicationPreLaunch] [-OperationAPI] [-PageCombining] [-MemoryCompression] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<Com…
NetAdapter                                   Function Disable-NetAdapter [-Name] <string[]> [-IncludeHidden] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Disable-NetAdapter -Int…
NetAdapter                                   Function Disable-NetAdapterBinding [-Name] <string[]> [-ComponentID <string[]>] [-DisplayName <string[]>] [-IncludeHidden] [-AllBindings] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>]…
NetAdapter                                   Function Disable-NetAdapterChecksumOffload [-Name] <string[]> [-IncludeHidden] [-IpIPv4] [-TcpIPv4] [-TcpIPv6] [-UdpIPv4] [-UdpIPv6] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimi…
NetAdapter                                   Function Disable-NetAdapterEncapsulatedPacketTaskOffload [-Name] <string[]> [-IncludeHidden] [-NoRestart] [-PassThru] [-EncapsulationType <EncapsulationType>] [-CimSession <CimSession[]>] [-ThrottleLim…
NetAdapter                                   Function Disable-NetAdapterIPsecOffload [-Name] <string[]> [-IncludeHidden] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters…
NetAdapter                                   Function Disable-NetAdapterLso [-Name] <string[]> [-IncludeHidden] [-IPv4] [-IPv6] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonPar…
NetAdapter                                   Function Disable-NetAdapterPacketDirect [-Name] <string[]> [-IncludeHidden] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters…
NetAdapter                                   Function Disable-NetAdapterPowerManagement [-Name] <string[]> [-IncludeHidden] [-ArpOffload] [-D0PacketCoalescing] [-DeviceSleepOnDisconnect] [-NSOffload] [-RsnRekeyOffload] [-SelectiveSuspend] [-WakeO…
NetAdapter                                   Function Disable-NetAdapterQos [-Name] <string[]> [-IncludeHidden] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Disable…
NetAdapter                                   Function Disable-NetAdapterRdma [[-Name] <string[]>] [-IncludeHidden] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Disa…
NetAdapter                                   Function Disable-NetAdapterRsc [-Name] <string[]> [-IncludeHidden] [-IPv4] [-IPv6] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonPar…
NetAdapter                                   Function Disable-NetAdapterRss [-Name] <string[]> [-IncludeHidden] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Disable…
NetAdapter                                   Function Disable-NetAdapterSriov [-Name] <string[]> [-IncludeHidden] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Disab…
NetAdapter                                   Function Disable-NetAdapterUso [-Name] <string[]> [-IncludeHidden] [-IPv4] [-IPv6] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonPar…
NetAdapter                                   Function Disable-NetAdapterVmq [-Name] <string[]> [-IncludeHidden] [-NoRestart] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Disable…
NetworkTransition                            Function Disable-NetDnsTransitionConfiguration [-Adapter <CimInstance#MSFT_NetAdapter>] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>…
NetSecurity                                  Function Disable-NetFirewallRule [-All] [-PolicyStore <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [-WhatIf] [-Confirm] [<CommonParameters>]Dis…
NetworkTransition                            Function Disable-NetIPHttpsProfile [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]
NetSecurity                                  Function Disable-NetIPsecMainModeRule [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [-WhatIf] [-Conf…
NetSecurity                                  Function Disable-NetIPsecRule [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [-WhatIf] [-Confirm] [<C…
NetworkTransition                            Function Disable-NetNatTransitionConfiguration [-InstanceName <string[]>] [-PolicyStore <PolicyStore[]>] [-Adapter <CimInstance#MSFT_NetAdapter>] [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimi…
NetworkSwitchManager                         Function Disable-NetworkSwitchEthernetPort -CimSession <CimSession> -DeviceID <string> [-WhatIf] [-Confirm] [<CommonParameters>]Disable-NetworkSwitchEthernetPort -CimSession <CimSession> -PortNumber <i…
NetworkSwitchManager                         Function Disable-NetworkSwitchFeature -CimSession <CimSession> -FeatureName <int> [-WhatIf] [-Confirm] [<CommonParameters>]Disable-NetworkSwitchFeature -CimSession <CimSession> -Name <string> [-WhatIf]…
NetworkSwitchManager                         Function Disable-NetworkSwitchVlan -CimSession <CimSession> -InstanceId <string> [-WhatIf] [-Confirm] [<CommonParameters>]Disable-NetworkSwitchVlan -CimSession <CimSession> -Name <string> [-WhatIf] [-C…
Wdac                                         Function Disable-OdbcPerfCounter [-InputObject] <CimInstance#MSFT_OdbcPerfCounter[]> [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Di…
Storage                                      Function Disable-PhysicalDiskIdentification [-FriendlyName] <string> [-CimSession <CimSession>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Disable-PhysicalDiskIdentification -UniqueId <string>…
VMDirectStorage                              Function Disable-PhysicalDiskIdentification [-FriendlyName] <string> [-CimSession <CimSession>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Disable-PhysicalDiskIdentification -UniqueId <string>…
PnpDevice                                    Function Disable-PnpDevice [-InstanceId] <string[]> [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [-WhatIf] [-Confirm] [<CommonParameters>]Disable-PnpDevice -InputObject <Cim…
PSDiagnostics                                Function Disable-PSTrace [-AnalyticOnly]
PSDiagnostics                                Function Disable-PSWSManCombinedTrace 
ScheduledTasks                               Function Disable-ScheduledTask [-TaskName] <string> [[-TaskPath] <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Disable-ScheduledTask [-InputObject] <CimInst…
SmbShare                                     Function Disable-SmbDelegation [[-SmbClient] <string>] [-SmbServer] <string> [-Force] [<CommonParameters>]
StorageBusCache                              Function Disable-StorageBusCache [[-Timeout] <int>] [-Force] [<CommonParameters>]
StorageBusCache                              Function Disable-StorageBusDisk -Guid <string> [<CommonParameters>]Disable-StorageBusDisk -Number <uint16> [<CommonParameters>]Disable-StorageBusDisk -PhysicalDisk <CimInstance#MSFT_PhysicalDisk> [<Com…
Storage                                      Function Disable-StorageDataCollection -PhysicalDisk <CimInstance#MSFT_PhysicalDisk> -StorageDataCollectionType <StorageDataCollectionType> [<CommonParameters>]Disable-StorageDataCollection -DeviceGuid…
VMDirectStorage                              Function Stop-StorageDiagnosticLog [-StorageSubSystemFriendlyName] <string[]> [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [<CommonParameters>]Stop-StorageDiagnosticLog -Sto…
Storage                                      Function Disable-StorageEnclosureIdentification [-FriendlyName] <string[]> [-SlotNumbers <uint[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [<CommonParameters>]Disable-S…
Storage                                      Function Disable-StorageEnclosurePower [-FriendlyName] <string[]> [-SlotNumbers <uint[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [<CommonParameters>]Disable-StorageEnc…
Storage                                      Function Disable-StorageHighAvailability [-DiskNumber] <uint[]> [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-PassThru] [<CommonParameters>]Disable-StorageHighAvailability -DiskUniqueI…
Storage                                      Function Disable-StorageMaintenanceMode -InputObject <CimInstance#MSFT_StorageFaultDomain> [-Model <string>] [-Manufacturer <string>] [-CimSession <CimSession>] [-AsJob] [<CommonParameters>]
Wdac                                         Function Disable-WdacBidTrace [-InputObject] <CimInstance#MSFT_WdacBidTrace[]> [-PassThru] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [-WhatIf] [-Confirm] [<CommonParameters>]Disable-…
WebAdministration                            Function Disable-WebCentralCertProvider [<CommonParameters>]
WebAdministration                            Function Disable-WebGlobalModule [-Name] <string> [[-PSPath] <string[]>] [-Location <string[]>] [-WhatIf] [-Confirm] [<CommonParameters>]
WebAdministration                            Function Disable-WebRequestTracing [[-Name] <string>] [-WhatIf] [-Confirm] [<CommonParameters>]
